x,y,i
-79.56496466541063,43.570218268746785,46.740310689459626
-79.56496068655775,43.57021698125822,46.740310689459626
-79.56315724529559,43.569782074709344,48.5309828102826
-79.56316395692377,43.569795169432886,48.5309828102826
-79.56244165651727,43.56971854398168,49.59397015586913
-79.5624512395082,43.56970954752647,49.59397015586913
-79.54550871540192,43.57800681797691,49.89886277057809
-79.54551422184504,43.57800064385759,49.89886277057809
-79.55439611203312,43.57883408828736,51.06024798713715
-79.55441378889634,43.578839268313345,51.06024798713715
-79.5461677926944,43.5762147304869,51.74021916763695
-79.54615382360214,43.576209911051585,51.74021916763695
-79.5456239719485,43.578064378472874,51.75434811789148
-79.54561637460229,43.57806896215841,51.75434811789148
-79.54535787823731,43.57693292355893,51.86090386446357
-79.5453647563092,43.57691833374974,51.86090386446357
-79.55794629234394,43.56941300776315,52.29309855191231
-79.55793813871311,43.569423167755225,52.29309855191231
-79.56461509551823,43.568095329684425,53.468620726754835
-79.56462528212954,43.568097652831256,53.468620726754835
-79.54961391047513,43.57865377905474,54.25961216860604
-79.54960076009463,43.57865221354612,54.25961216860604
-79.56310448513428,43.57004396449677,54.67994627763723
-79.56310310470803,43.57004512115487,54.67994627763723
-79.55922690200676,43.57144923736573,56.02998870465671
-79.55920633949924,43.571449248284445,56.02998870465671
-79.55909297468749,43.57135995688851,56.04471937490007
-79.55909324070629,43.571363170753614,56.04471937490007
-79.56484670306067,43.56820385439124,56.04473854689023
-79.56484707672668,43.568205736321325,56.04473854689023
-79.56283766451303,43.56707532751904,56.63335324988905
-79.56285672532286,43.567078303277675,56.63335324988905
-79.5518589777135,43.5829094815174,57.691049073397274
-79.5518536922871,43.58290454462522,57.691049073397274
-79.565498380362,43.56854798111163,59.24105835013404
-79.56550799905003,43.56854056971583,59.24105835013404
-79.5633118407351,43.57031678271913,59.63049509513333
-79.56331292024991,43.57032920750898,59.63049509513333
-79.56541107089804,43.568838593801665,60.054406912808474
-79.56540039558472,43.56883284147211,60.054406912808474
-79.56313899894013,43.57001805686621,60.35047794495978
-79.56312598000729,43.570012005042,60.35047794495978
-79.54652787233736,43.57774778692837,60.50718888465777
-79.54653887742873,43.57773176039351,60.50718888465777
-79.56408327657023,43.56838923042457,60.864716274748126
-79.56409534825919,43.56840139664391,60.864716274748126
-79.56436140097831,43.568373712415905,61.38761035342645
-79.5643282716098,43.568372906274554,61.38761035342645
-79.56302123052727,43.566979130408384,61.51118359417763
-79.56302671524497,43.56698462009669,61.51118359417763
-79.56271964492,43.567020750289544,63.61342131718427
-79.56274720471697,43.56701307470695,63.61342131718427
-79.56546263994672,43.56860757934789,64.8764562881384
-79.56546020963148,43.568594121607276,64.8764562881384
-79.56604299200762,43.569387234716835,67.36991261983634
-79.56604090812714,43.56939051201889,67.36991261983634
-79.56316433548766,43.57023242736897,67.41156725490875
-79.56316669701042,43.57024372518682,67.41156725490875
-79.56103463798328,43.57044241744872,67.87254712217108
-79.56104697687402,43.570427985134586,67.87254712217108
-79.56284656046944,43.56686330154057,69.7006675721642
-79.56283424972384,43.56688332574698,69.7006675721642
-79.56296066845267,43.56670844403782,70.89585817795933
-79.5629773256799,43.56671249278686,70.89585817795933
-79.54639598248012,43.577756771008445,70.94500424377092
-79.54638715315666,43.577749496754386,70.94500424377092
-79.54157822722017,43.57754792930342,71.61146316077827
-79.54158058858835,43.57756206553979,71.61146316077827
-79.55782546593855,43.57111963861806,71.71473080216322
-79.55781599122838,43.571105696748894,71.71473080216322
-79.56514309628722,43.57006328426808,72.58321287336015
-79.56512615688185,43.57005489088447,72.58321287336015
-79.5636581321434,43.567608842328234,73.75977206856896
-79.56365081438504,43.5676030463362,73.75977206856896
-79.54754945985258,43.578392690590285,73.84942101421917
-79.54754917169116,43.57837508349542,73.84942101421917
-79.56336818570188,43.570364108351875,74.18779657642439
-79.56335555474926,43.57036538428188,74.18779657642439
-79.56282719338688,43.566992587656486,77.70590133024885
-79.56281366321883,43.56700362660894,77.70590133024885
-79.56396985656349,43.569271440171484,77.75044906410868
-79.56394255655626,43.56927710029443,77.75044906410868
-79.5415746536329,43.577583226493545,77.94458579541683
-79.54155872690426,43.577577615848384,77.94458579541683
-79.56360666057459,43.567525968881796,77.95766289293049
-79.56359321243275,43.56753428735948,77.95766289293049
-79.56379893411504,43.56923317520464,78.10544694096083
-79.56380599385831,43.56922645227458,78.10544694096083
-79.56436441640844,43.56817345850548,79.15596553310814
-79.56437682269585,43.568190688915465,79.15596553310814
-79.55907486815632,43.57142605924383,79.54575989605827
-79.5590642146879,43.57141514571961,79.54575989605827
-79.56338790678929,43.568939460460236,79.6057884275794
-79.56338345873407,43.56893625360211,79.6057884275794
-79.56459069457713,43.56834747188544,79.98624127407423
-79.56458890363173,43.568353140538385,79.98624127407423
-79.56489503172554,43.56818056265845,80.38164559355643
-79.56486752959746,43.568187410042896,80.38164559355643
-79.56460918541039,43.56974204097523,80.85619523003626
-79.56461042181034,43.56975745050755,80.85619523003626
-79.55913796680471,43.57145096922367,81.34391108001569
-79.55913647729987,43.57145322221194,81.34391108001569
-79.56412011770348,43.568378323389496,81.47075425122352
-79.56410435922834,43.56836784145515,81.47075425122352
-79.5518638823446,43.58284253128579,83.1313273591812
-79.55188672594383,43.582843237873384,83.1313273591812
-79.56447728468764,43.56826945670283,84.28932579623452
-79.56448740663775,43.5682668097649,84.28932579623452
-79.56444844936654,43.56824439139787,85.86210005899233
-79.56445728338383,43.56825949912823,85.86210005899233
-79.55916123342261,43.57192157365488,87.26198142380727
-79.55918068348016,43.5719087936688,87.26198142380727
-79.56309637977833,43.56825689700639,87.39262159748037
-79.56309989696223,43.568244880992985,87.39262159748037
-79.55188863014511,43.582954188634794,87.54267266490453
-79.5518710997748,43.582941177178306,87.54267266490453
-79.56194790083188,43.56878772446499,90.13653888532997
-79.56193176922552,43.568780843285744,90.13653888532997
-79.5490732775559,43.57789463578756,91.00932285791328
-79.54904658122922,43.57791343698335,91.00932285791328
-79.56535731407136,43.56864440753492,91.78497347234767
-79.5653594559183,43.5686266402469,91.78497347234767
-79.54499163156777,43.57750751078273,93.30969471150247
-79.54497036514961,43.577494853244474,93.30969471150247
-79.55123773822112,43.57961651010219,94.13922063100925
-79.55125680035034,43.57962174882373,94.13922063100925
-79.56242668205209,43.56859292253787,95.69967602817951
-79.56241342043143,43.56859286723184,95.69967602817951
-79.56253244451445,43.569750337658206,95.76468335170941
-79.56252373965697,43.569751183721756,95.76468335170941
-79.56387654602662,43.569061582268056,96.02655333721904
-79.56387575976241,43.56906136169398,96.02655333721904
-79.56323187236849,43.57025807829744,101.028555051654
-79.56321472944691,43.57026634707645,101.028555051654
-79.559869167153,43.56520199706956,102.62404536829331
-79.55986307668113,43.56520334193122,102.62404536829331
-79.55795417685016,43.572388548927286,103.41177514970869
-79.55791717731238,43.57239990679538,103.41177514970869
-79.5578491321867,43.57049914195739,103.76228584223115
-79.55785369647128,43.570495666795594,103.76228584223115
-79.56343786566838,43.56891311413829,106.04743445067801
-79.56345407956539,43.568927921987594,106.04743445067801
-79.56432410219338,43.56821542562711,107.02123350088918
-79.56432059797557,43.56821407608227,107.02123350088918
-79.55809399318235,43.56416866222802,107.108865064964
-79.55809956331952,43.56416036025965,107.108865064964
-79.56199836692117,43.56730966948268,109.2965979239345
-79.56198591076341,43.56732513673749,109.2965979239345
-79.54935975344706,43.58069333729737,109.70550645991943
-79.54931786324386,43.58067884317603,109.70550645991943
-79.56404022563483,43.56936088713057,110.77009593805043
-79.5640443622926,43.56933605367232,110.77009593805043
-79.56346849233893,43.567315190373556,111.01579545756539
-79.56345541283166,43.567330308088714,111.01579545756539
-79.56465654242172,43.570635439964185,113.78653154627996
-79.5646586322134,43.57065574958697,113.78653154627996
-79.56216242248095,43.56949229382958,114.68148118977368
-79.56216936722086,43.56949748044922,114.68148118977368
-79.54769278379652,43.57740315446789,121.17331299006943
-79.5476757814653,43.57740259048806,121.17331299006943
-79.56396647075921,43.56762583813547,121.65705040346768
-79.5639735000462,43.56764971719823,121.65705040346768
-79.54417095959741,43.57921797285281,121.76519403260917
-79.5441733504164,43.579218859137555,121.76519403260917
-79.56202661806952,43.56940439039689,122.12431525223475
-79.56203037041405,43.56941173317805,122.12431525223475
-79.56322516653334,43.56732874230614,123.16587282013677
-79.56320485784904,43.567349210492935,123.16587282013677
-79.56360252724461,43.567617662420446,124.13463981321455
-79.563586411057,43.567618934534565,124.13463981321455
-79.56271743332283,43.568219646538225,124.9260423665069
-79.5627253751978,43.56823957189807,124.9260423665069
-79.5651250314943,43.570075891065116,125.4695670345945
-79.56511199196608,43.57006539909896,125.4695670345945
-79.5653871897186,43.56983405540715,125.94343662790568
-79.56539468163457,43.569860090927605,125.94343662790568
-79.56250042371548,43.56715775335958,125.93886192465584
-79.56253216797417,43.56714308752574,125.93886192465584
-79.5480737204932,43.5764412039164,126.21016241725174
-79.5480418705016,43.576440529099116,126.21016241725174
-79.55982494371426,43.56522031200544,129.01672108481725
-79.55980821961145,43.56520288213554,129.01672108481725
-79.5631099911876,43.569919680238826,133.39161670845277
-79.56310833281438,43.56989715292019,133.39161670845277
-79.5627079460417,43.569892667141495,134.10003260116068
-79.56272330121594,43.56986615586096,134.10003260116068
-79.56360704198411,43.56876055067826,134.61819286258884
-79.56359359977816,43.56875338248337,134.61819286258884
-79.56188155373763,43.568820364051,136.83979134025583
-79.56187777027849,43.5688207482235,136.83979134025583
-79.5513312062048,43.579603119455406,137.6010225432972
-79.55132703732887,43.57961653016404,137.6010225432972
-79.56593627520266,43.56934234152419,139.38868640552963
-79.56595672864701,43.56933745494613,139.38868640552963
-79.55148646247697,43.57964173131528,140.18831596497415
-79.55147395464779,43.57964663855268,140.18831596497415
-79.56320158839249,43.567269781872376,140.93841854515654
-79.56322180103457,43.5672937552162,140.93841854515654
-79.55780616885626,43.56573591743318,142.72423227454885
-79.55780638250162,43.565714792763416,142.72423227454885
-79.54581887988309,43.57628086721847,143.34127941456453
-79.54579861870037,43.57626018209986,143.34127941456453
-79.55122621542742,43.57965603963724,146.1214144393497
-79.55123264072343,43.57964963335641,146.1214144393497
-79.55348153830701,43.57579851126045,146.20864294944437
-79.55347450844405,43.575817747418256,146.20864294944437
-79.54587220335524,43.57623776045415,146.88593159978953
-79.54586329676195,43.576239096332905,146.88593159978953
-79.54724835834668,43.57744135459746,147.41376191293926
-79.54726159558993,43.577439607982626,147.41376191293926
-79.56388098987793,43.56928390470464,149.66787045537984
-79.56385762497915,43.5692842488926,149.66787045537984
-79.55830588053004,43.567553687496456,149.96783355795458
-79.55833699771833,43.56759513966812,149.96783355795458
-79.55819886730306,43.565662428254655,151.66188227749086
-79.55818595240025,43.56566058288296,151.66188227749086
-79.54487806376716,43.5788732685949,151.9833191978203
-79.54485841903896,43.578858529698415,151.9833191978203
-79.54824747349522,43.57629960425676,154.73261612225187
-79.54822880614864,43.57631797982481,154.73261612225187
-79.54789363639587,43.57771273223772,157.8184848334977
-79.54786950140529,43.57767720912749,157.8184848334977
-79.56370989824036,43.56771788858424,161.6422946816992
-79.56368426438681,43.567711883173644,161.6422946816992
-79.5495049551842,43.57878844179764,162.77001774773595
-79.5495431229607,43.57875934883606,162.77001774773595
-79.56290731390354,43.56712455399593,163.78362886541763
-79.5628972191928,43.56709297957558,163.78362886541763
-79.5496777651597,43.57839067611766,167.11957084758396
-79.54969242949004,43.57840544039294,167.11957084758396
-79.56505546460838,43.5686160700247,167.40024700621072
-79.56500004261724,43.56860896664258,167.40024700621072
-79.54570613182489,43.58028302882121,169.75718532922548
-79.54570333786037,43.58027851368005,169.75718532922548
-79.56259268815171,43.56965684143221,170.2410232773793
-79.5625757560171,43.569653022438274,170.2410232773793
-79.56278356975939,43.56980470272269,170.80897211902845
-79.56279195571604,43.569828169303925,170.80897211902845
-79.56472303460174,43.56837670934096,178.02442910121448
-79.56473051155608,43.56836891321707,178.02442910121448
-79.5466034681229,43.5777344501541,178.50381583457443
-79.54661639386005,43.57776394762649,178.50381583457443
-79.56253846804968,43.56835704774062,180.88560847613223
-79.56253679226032,43.568338262967515,180.88560847613223
-79.55862686017888,43.57544583411068,181.42958494172694
-79.5586408520104,43.57542183439515,181.42958494172694
-79.56369246030748,43.57061766850333,183.16886290865006
-79.56374101449454,43.570643251674724,183.16886290865006
-79.54962526805105,43.582816149607496,183.83749911021917
-79.54960494698386,43.58280921499116,183.83749911021917
-79.5655774144144,43.56966452295297,185.02948952942347
-79.5656010180548,43.56964623651136,185.02948952942347
-79.56430470680799,43.56838136062098,185.3581437028607
-79.56428638200838,43.568401425394846,185.3581437028607
-79.54709650103406,43.57762991914243,188.70901523334317
-79.54712503220969,43.57763432257248,188.70901523334317
-79.54717353170682,43.57774802394924,194.6702696847429
-79.54714962639412,43.57777340888024,194.6702696847429
-79.54588790840171,43.57620334331493,197.57534813272935
-79.545889880831,43.57617628497991,197.57534813272935
-79.55832148584871,43.57439832055317,198.30552805545864
-79.55832474723911,43.57441681393475,198.30552805545864
-79.56369571657736,43.56745254599588,201.48758209523425
-79.56371369904434,43.567463766535624,201.48758209523425
-79.56377836859924,43.569144781062896,207.13264648776925
-79.56378862424724,43.56912093478663,207.13264648776925
-79.55913366692054,43.56996711977378,209.85701686797387
-79.55915152416952,43.569997290722924,209.85701686797387
-79.56468560630913,43.568060167809364,211.17384128498236
-79.56464735659581,43.568071522901846,211.17384128498236
-79.54641883094907,43.57678921938479,224.38727994110596
-79.54640977224588,43.57675811294475,224.38727994110596
-79.55821048823326,43.56631641263366,232.17388781904302
-79.5582105863418,43.56631005570442,232.17388781904302
-79.55777017078356,43.56557523430208,233.4914556569975
-79.55778936267748,43.56557485045161,233.4914556569975
-79.56170881890046,43.56911038200267,235.4368328826819
-79.56168329079816,43.56911532108335,235.4368328826819
-79.5630621938109,43.57007187109892,237.79957914531735
-79.56300213323017,43.57009682448513,237.79957914531735
-79.56455097413054,43.56971156763696,240.87629531381697
-79.56450194392713,43.569695760501624,240.87629531381697
-79.55773107137479,43.565257616046416,242.7875088002361
-79.55775155502583,43.565254592841846,242.7875088002361
-79.54668521017179,43.57620182591867,243.74885916905382
-79.54671444380486,43.576196435610676,243.74885916905382
-79.56254781501714,43.568612097316546,247.25931315200637
-79.56253526286912,43.568593203246046,247.25931315200637
-79.54440458535437,43.57889730933687,252.1292762994964
-79.54439375121332,43.578919667102205,252.1292762994964
-79.5470303819249,43.57822925835141,252.37637910824483
-79.54703086760749,43.578215736815906,252.37637910824483
-79.56565382750057,43.56965961931562,253.18184690482022
-79.56566651952632,43.5696630388619,253.18184690482022
-79.56252637817514,43.56697604957971,254.248360493826
-79.56252836615342,43.5669656783906,254.248360493826
-79.54729182922081,43.577454311916824,264.1514054908484
-79.54727780832054,43.57746763159426,264.1514054908484
-79.54626146247809,43.57646755184414,264.6739040923459
-79.5462441438667,43.576446651045174,264.6739040923459
-79.5495502015793,43.578700359000045,270.4644626244797
-79.54958862129173,43.57866919586391,270.4644626244797
-79.54463220168972,43.579448155621975,271.0504832107893
-79.54462867481207,43.579484208242235,271.0504832107893
-79.54707870984649,43.57754659344528,281.2005595849793
-79.54708063993496,43.577539038121344,281.2005595849793
-79.5483742599832,43.57897135000193,284.8401417021377
-79.54839342914782,43.57894456037308,284.8401417021377
-79.5482795141612,43.576367547271964,297.94141280150603
-79.54821293713647,43.57639662030082,297.94141280150603
-79.55276074675959,43.57573480166546,302.3410371557802
-79.55279077273475,43.57574501798841,302.3410371557802
-79.54577586997779,43.576335907660614,306.83372862840156
-79.54579749561901,43.576328535907464,306.83372862840156
-79.54423604068367,43.57912186779656,309.0882248645441
-79.544243002962,43.57914220821772,309.0882248645441
-79.54574468107,43.57643266580603,310.0782949999338
-79.54575207005642,43.576395851132425,310.0782949999338
-79.54407930551348,43.579265132825896,311.97210852471324
-79.54415844034384,43.57924742872411,311.97210852471324
-79.55635303468307,43.57452686570535,319.10165192024067
-79.55637015117391,43.5745472579919,319.10165192024067
-79.54958755709015,43.57831313017622,330.45298110888854
-79.54961480523289,43.57832888445844,330.45298110888854
-79.54474198558202,43.57830537264704,334.68242878505924
-79.54476079173878,43.578343749395415,334.68242878505924
-79.54653454983891,43.57785318460924,359.68835809720116
-79.5465282956248,43.57781071747802,359.68835809720116
-79.56317401994097,43.56997246141492,360.819107614861
-79.56322469989927,43.56995464312117,360.819107614861
-79.54985650677011,43.58073607643588,361.942562766006
-79.54989771411311,43.58074558314579,361.942562766006
-79.5452927401568,43.578167240146826,362.2665521534518
-79.5453017345411,43.57815372364055,362.2665521534518
-79.56018669548276,43.570833424330836,367.50400360216713
-79.56012644215085,43.57081432403704,367.50400360216713
-79.54872872880149,43.577190592300695,368.78916162917784
-79.54876064354787,43.57718991868051,368.78916162917784
-79.54318671940544,43.56871437154903,370.24293876463184
-79.54319045563598,43.56869877648078,370.24293876463184
-79.56338834855347,43.5674487746818,373.1355955184418
-79.56339240475323,43.56746857422932,373.1355955184418
-79.54426797859921,43.57905295101094,380.38771020189455
-79.54433278227816,43.57897372772642,380.38771020189455
-79.54412241527197,43.57931519470151,383.6969212725083
-79.54417241244387,43.57931610978034,383.6969212725083
-79.54588160492432,43.580705908534455,387.7624863626821
-79.54587735194916,43.58072170517775,387.7624863626821
-79.56343890730595,43.567252855451365,392.89947424400776
-79.56351758804577,43.567228941581625,392.89947424400776
-79.56564854124133,43.569426694456745,393.0645424892517
-79.56561055459103,43.569422266063704,393.0645424892517
-79.55913065149356,43.57137996345688,395.0704688258317
-79.55917453956734,43.571402815948446,395.0704688258317
-79.54802945760723,43.58049514938632,398.6225256097505
-79.54804164186898,43.58055526125161,398.6225256097505
-79.55465582745315,43.57628819498826,400.2825697733444
-79.55470527903884,43.57627679824214,400.2825697733444
-79.56374971296579,43.56883042815256,400.38953273780174
-79.56379471861445,43.56885210192409,400.38953273780174
-79.56387979208291,43.569005007890745,405.07777014313604
-79.56382329776928,43.56905148889917,405.07777014313604
-79.5624533264509,43.56719807202506,414.55475408726033
-79.56244043886429,43.56721731352669,414.55475408726033
-79.55784528194532,43.564364651547464,431.7438036885079
-79.5578430779947,43.56435397779995,431.7438036885079
-79.54446448866004,43.578822594537364,453.1600712477157
-79.54444976674519,43.57884846842451,453.1600712477157
-79.54417953031049,43.579340416262,453.2070046763435
-79.54410142655192,43.57937347877728,453.2070046763435
-79.55767790752505,43.56539799798016,454.62601994780806
-79.55770284324427,43.565388221830496,454.62601994780806
-79.56194557472439,43.56886207371718,468.7527155199124
-79.56194329066292,43.568866664885974,468.7527155199124
-79.56314371136331,43.567171622787164,472.10454383060494
-79.56305759260924,43.56717123264796,472.10454383060494
-79.5433431765995,43.56884030320921,479.54854932941777
-79.54333335433338,43.5688319835965,479.54854932941777
-79.5630325041373,43.570153019634674,479.75667508090356
-79.56308810682393,43.57015258235449,479.75667508090356
-79.54549885970164,43.57840835617914,483.3952064675595
-79.54542163823703,43.57843631894346,483.3952064675595
-79.54983011002743,43.582772225733734,488.1126162451177
-79.54979993832477,43.58279097982194,488.1126162451177
-79.56591280793177,43.569363691778,500.4283716235
-79.56583067803454,43.5693248983248,500.4283716235
-79.54838544127419,43.57886939852,522.4247855513624
-79.54842681655956,43.57885291688283,522.4247855513624
-79.56306894341152,43.56695939235175,525.5525195929341
-79.56312738913131,43.56690591561677,525.5525195929341
-79.54467929895732,43.57841926869965,534.2072703106721
-79.54474398536352,43.57837450437859,534.2072703106721
-79.56240966390497,43.56965541463073,570.2077617349908
-79.56236652270248,43.56963513085175,570.2077617349908
-79.56377401569509,43.56755242984511,572.4030379142787
-79.5637993785221,43.56756571925867,572.4030379142787
-79.55768450166914,43.56740314829469,594.7929034177669
-79.55767051328029,43.56742240180067,594.7929034177669
-79.54413028621116,43.57921828233323,646.8478909527083
-79.54416795669079,43.579177159031964,646.8478909527083
-79.54725936927812,43.57753143180522,651.9173461590593
-79.54728558230718,43.57755524269572,651.9173461590593
-79.55739802566094,43.57182483422679,660.059257601628
-79.55746140376458,43.57186455507249,660.059257601628
-79.54720175399746,43.577863258879624,660.582031705155
-79.54720693529423,43.577817341107036,660.582031705155
-79.54779670157765,43.57764633580914,664.0123763771053
-79.54782836530737,43.5776068040638,664.0123763771053
-79.56043401236751,43.5705566964153,668.8739511856658
-79.5604837868234,43.570584442828654,668.8739511856658
-79.5655308299499,43.5688911814811,679.0562543584366
-79.56549464192459,43.568870868712445,679.0562543584366
-79.54684046789868,43.57617692895203,679.2564426665264
-79.54691942458642,43.57613393518584,679.2564426665264
-79.54990946819537,43.583398580699516,696.9236091396017
-79.54994041638588,43.583396166591285,696.9236091396017
-79.56043150997833,43.564661514461015,698.8518521072899
-79.56040199396384,43.56465327818707,698.8518521072899
-79.56356289801263,43.567497286486294,700.5000717944167
-79.56350834992898,43.56745983174736,700.5000717944167
-79.54702890566335,43.581417999327435,703.0801176721765
-79.5469620382507,43.58147210588556,703.0801176721765
-79.54884267060547,43.576971469209965,721.561168928244
-79.54876721032892,43.57697354513312,721.561168928244
-79.56242851548231,43.56688763293649,724.432870656507
-79.56248366149137,43.56684962078231,724.432870656507
-79.54620058502385,43.578273615391566,728.0264967175831
-79.54635360592657,43.57826235047312,728.0264967175831
-79.56544517366612,43.56951386560022,734.1763462671047
-79.5654798032874,43.56953582220631,734.1763462671047
-79.55294182191886,43.57562443469777,747.6819178331546
-79.552901470971,43.57564666446093,747.6819178331546
-79.56358800998973,43.56708818410339,767.7047259762531
-79.56361719604166,43.56710652408837,767.7047259762531
-79.56234372577866,43.568683559131266,768.6260474410601
-79.56243974016533,43.56867427711414,768.6260474410601
-79.56469026121648,43.57010580313352,777.275363728872
-79.56474760796986,43.57016169986613,777.275363728872
-79.56422420307376,43.56841698519661,792.0262899087791
-79.56418835199568,43.568428321146435,792.0262899087791
-79.56252186955885,43.568520131249436,794.7523701884998
-79.56254642476026,43.56848278269538,794.7523701884998
-79.56402571310662,43.56810836860192,806.2398611903957
-79.564034635948,43.568087924110884,806.2398611903957
-79.56486719256343,43.567972530011836,821.4684754732091
-79.56479819402244,43.56805444119719,821.4684754732091
-79.5649113731624,43.56809572749925,830.8370375276883
-79.56492221154667,43.56811155135301,830.8370375276883
-79.56504036865205,43.56912758933031,854.1452140550069
-79.56504664274688,43.56915152545158,854.1452140550069
-79.56567743207789,43.56924996745955,862.7410785207309
-79.56564556603432,43.569275883829874,862.7410785207309
-79.56190059410767,43.56922328276634,864.4407611939662
-79.5618977824433,43.569222118927186,864.4407611939662
-79.56481072537764,43.56999256692295,869.1263250591734
-79.56485642356938,43.570068025904995,869.1263250591734
-79.54503952364034,43.5785153598395,871.6438312686504
-79.54503274039402,43.57850091458253,871.6438312686504
-79.5634727758174,43.56952981730954,879.5054689989245
-79.56351088455354,43.5694627783593,879.5054689989245
-79.56328218456623,43.5670134089119,881.0375454863213
-79.56336801076183,43.56696384802274,881.0375454863213
-79.54155370690418,43.58562005092976,902.6579447187878
-79.5415764543869,43.5856309529138,902.6579447187878
-79.54528583838369,43.57706616141308,904.7643967826939
-79.54524989704014,43.57711868437646,904.7643967826939
-79.5642192895918,43.569012379115364,920.428787453876
-79.56418016235263,43.56902500424472,920.428787453876
-79.56360168000565,43.569500669266525,951.4820046466355
-79.56361456686517,43.5695183454467,951.4820046466355
-79.5631410269257,43.569827149355476,963.0243839358269
-79.56319977359999,43.569814655341105,963.0243839358269
-79.56230427456643,43.567129434839494,965.8291713083083
-79.56226872813976,43.56711510449612,965.8291713083083
-79.56324422508608,43.57001278519488,978.8350758380853
-79.56326810879362,43.57003551640613,978.8350758380853
-79.56410660876436,43.56900136647,986.8891185360699
-79.56408527339467,43.568965674911986,986.8891185360699
-79.55575107314075,43.57689898780174,998.1224651793063
-79.55580165429011,43.5768478750269,998.1224651793063
-79.56517807139831,43.56971653633823,1003.1363936001184
-79.56518924472509,43.56969012831044,1003.1363936001184
-79.54721491441558,43.57740217282923,1013.3622474124915
-79.5472169357597,43.57737622621713,1013.3622474124915
-79.5637242707978,43.57053445555309,1019.1384445227288
-79.56362042775761,43.570550436861645,1019.1384445227288
-79.5639335172663,43.56836215460941,1056.0870279945718
-79.5639655527992,43.568344939134846,1056.0870279945718
-79.56390857326387,43.567368992036386,1058.921104769776
-79.56382916688761,43.567358280970446,1058.921104769776
